"Factor ID","Internal SKU (Dutch)","Internal SKU (NOR)","Internal SKU (DE)","Meal Name","Meal Descriptor","Dutch name","Dutch Descriptor","Danish name","DE Name","BF Code","BF Name","Internal SKU Name","Internal Nordics SKU Name","Internal DE SKU Name","STATUS","STATUS NOTES","TOTAL PC1 COST","Last 3 Runs","US L3 Run Ratings","# of Ratings","LAST WEEK RAN","TOTAL TIMES RAN","MEAL WEIGHT (g)","CALORIES","FAT (g)","SAT FAT (g)","CARBS (g)","SUGARS (g)","FIBER (g)","PROTEIN (g)","SALT (g)","SPICY?","KETO","CALORIE SMART
(Caloriebewust)","CHEF'S CHOICE (not to tag)","VEGGIE","VEGAN","PROTEIN PLUS
(Eiwitrijk)","LACTOSE FREE","PORK FREE","PROTEIN TYPE","PROTEIN (GENERAL)","PROTEIN (TYPE)","SIDE 1","SIDE 2","SIDE 3","SIDE 4 / GARNISH","SEASONALITY","CUISINE","Reason for Slot + Details","CONTAINER","Cup","INGREDIENT COST","LABOR COST","PACKAGING COST","COMAN MARKUP","Import Scores Combined","BNL","NOR","Vegetable Quantity (Cooked)","Salmon","kJ","R&D type","Swedish name","DE","MAX MEAL COST","ENERGIE (kJ/100g)","ENERGY
(Kcal/100g)","FAT (g/100g)","SAT FAT (g/100g)","CARBS (g/100g)","SUGARS (g/100g)","FIBER (g/100g)","PROTEIN (g/100g)","SALT (g/100g)","Bonfait Testing Status"
"FE1403A","CON-40-155919-4","CON-00-155918-2","CON-00-155917-2","Chicken Biryani","with Cumin Cauliflower, Green Beans & Curried Yogurt Sauce","Kip biryani","met bloemkool met komijn, sperziebonen & yoghurtsaus met kerrie","Chicken Biryani","Hähnchen Biryani","565270","HF Chicken biryani","FA-NL Kip biryani (FE1403)","FA-NO Chicken Biryani (FE1403)","FA-DE Hähnchen Biryani (FE1403)","Hold"," rework it to reduce total fat% to 50% so it can fit in CS","€3.44","","","","","TRUE","359","424.0","24.40","6.5","23.5","7.6","7.1","24.30","2.01","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Shredded chicken","Chicken","Pulled","Green Beans","Carrots","Cauliflower Florets","Cupped Sauce","Year Round","Indian","","2 CT","TRUE","€1.31","€1.70","€0.43","€0.89","3.10","3.20","2.61","170","","1,768.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE1458A","CON-40-156131-4","CON-00-156130-2","CON-00-156129-2","Japanese-Style BBQ Chicken & Cabbage","with Cauli-Basmati Rice, Edamame & Peppers","Japanse stijl BBQ-kip & kool","met basmati-bloemkoolrijst, edamame & paprika","Japansk-inspireret BBQ-kylling med kål","Japanisches BBQ-Hähnchen & Kohl","565258","HF Japanse style kip en kool","FA-NL Japanse stijl BBQ-kip & kool (FE1458)","FA-NO Japansk-inspireret BBQ-kylling med kål (FE1458)","FA-DE Japanisches BBQ-Hähnchen & Kohl (FE1458)","Active","Rename to remove cabbage","€4.33","","","","","TRUE","340","417.0","14.80","2.5","34.4","13.0","7.5","32.70","2.06","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","Chicken breast","Chicken","Breast","Cauliflower Rice","Edamame","Red bell pepper","Cupped Sauce","Year Round","Japanese","","2 CT","TRUE","€2.35","€1.54","€0.43","€0.89","3.32","3.45","3.06","94","","1,745.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE0224D","CON-40-143681-4","CON-00-147827-2","CON-00-136620-3","Chicken à la Florentine","with creamy polenta, garlic spinach and cauliflower","Kipfilet à la Florentine ","met romige polenta, knoflookspinazie en bloemkool","Kylling à la Florentine","Hähnchen à la Florentine","565047","HF Kip á la Florentine","FA-NL Kipfilet à la Florentine (FE0224)","FA-NO Kylling à la Florentine (FE0224)","FA-DE Hähnchen à la Florentine (FE0224)","Active","","€4.33","","","","","TRUE","404","442.0","21.70","9.9","24.6","8.2","3.2","35.50","2.03","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Polenta/Grits","Spinach","Cauliflower Florets","Cheese","Year Round","Italian","","2 CT","FALSE","€2.51","€1.42","€0.40","€0.89","3.32","3.34","3.25","173","","1,850.0","","","","","","Proven","FALSE","FALSE","","","","","",""
"FE0962B","CON-40-154569-4","CON-00-155002-2","CON-00-155003-2","Apricot Smothered Pork Tenderloin","with Roasted Green Beans & Parmesan Potatoes","Varkenshaas in abrikozenjus","met geroosterde sperziebonen en aardappelen met Parmezaan","Svinefilet i abrikossauce","Schweinefilet mit Aprikosenglasur","565220","HF Varkenshaas abrikozensaus","FA-NL Varkenshaas in abrikozenjus (FE0962)","FA-NO Abrikosglaseret svinemørbrad (FE0962)","FA-DE Schweinefilet mit Aprikosen-Glasur (FE0962)","Active","","€4.64","","","","","TRUE","424","615.0","32.10","6.2","46.7","14.5","9.6","30.50","1.69","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Pork tenderloin","Pork","Tenderloin","Green Beans","Potato Non-Mash","Other sauce","","Year Round","American","","2 CT","FALSE","€2.93","€1.30","€0.41","€0.89","3.25","3.23","3.14","157","","2,562.0","","","","","","","TRUE","FALSE","","","","","",""
"FE4082A","","","","Broccoli Cheddar Grilled Chicken","with Potato Wedges","Gegrilde kip met broccoli en cheddar","met aardappelwedges","Grillet kylling med broccoli og cheddar","Gegrilltes Hähnchen mit Brokkoli und Cheddar","565272","HF Broccoli Cheddar Chicken","#N/A","#N/A","#N/A","Active","","€4.48","","","","","TRUE","404","561.0","29.80","14.6","31.9","3.7","7.9","37.70","2.15","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Broccoli","Potato Non-Mash","Cheese","Creamy Sauce Base","Year Round","American","","2 CT","FALSE","€2.82","€1.26","€0.40","€0.89","#REF!","#REF!","#REF!","98","","2,348.0","","","","","","","FALSE","FALSE","","","","","",""
"FE4077A","CON-40-155237-4","CON-00-155260-2","CON-00-155224-2","Honey Mustard Salmon","with Roasted Red Potatoes & Golden Beets","Zalm in honing-mosterdsaus","met geroosterde aardappeltjes en gele bieten","Laks med honning og sennep","Honig-Senf-Lachs","565253","HF Honing mosterd zalm","FA-NL Zalm in honing-mosterdsaus (FE4077)","FA-NO Laks med honning og sennep (FE4077)","FA-DE Honig-Senf-Lachs (FE4077)","Active","","€6.61","","","","","TRUE","374","492.0","24.30","5.4","28.9","12.4","7.9","35.40","1.86","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Salmon","Salmon","Filet","Green Beans","Beets","Potato Non-Mash","Cupped Sauce","Year Round","American","","2 CT","TRUE","€4.78","€1.37","€0.46","€0.89","3.07","3.04","2.98","136","","2,058.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE4083A","","","","Apricot Mustard Grilled Chicken","with Mashed Potatoes & Broccoli","Gegrilde kip met abrikoos-mosterdsaus","met aardappelpuree en broccoli","Kylling med abrikos- og sennepssauce","Gegrilltes Hähnchen mit Aprikosen-Senf-Glasur","565276","HF Abrikoos mosterd kipfilet","#N/A","#N/A","#N/A","Active","","","","","","","TRUE","379","512.0","27.00","11.8","33.4","13.7","6.7","30.80","2.24","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Potato Mash","Broccoli","Other sauce","Creamy Sauce Base","Year Round","American","","2 CT","FALSE","","","","","#REF!","#REF!","#REF!","105","","2,140.0","","","","","","","FALSE","FALSE","","","","","",""
"FE1445A","","","","Ginger Szechuan Chicken & Sesame Cabbage","with Ginger Cauli-Rice, Bok Choy, Mushrooms & Carrots","Szechuan-stijl kip met gember en sesamkool","met gember-bloemkoolrijst, paksoi, champignons en wortel","Sichuan-kylling med ingefær og kål","Ingwer-Szechuan-Hähnchen mit Sesamkohl","565261","HF Szechuan style rijst bowl","#N/A","#N/A","#N/A","Active","","€4.60","","","","","TRUE","394","404.0","15.40","2.7","33.5","8.3","7.1","29.40","2.24","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Chicken breast","Chicken","Breast","Rice","Carrots","Mushrooms","Other sauce","Year Round","Chinese","","2 CT","FALSE","€2.53","€1.65","€0.42","€0.89","#REF!","#REF!","#REF!","149","","1,689.0","","","","","","","FALSE","FALSE","","","","","",""
"FE4085A","","","","Grilled Chicken Parmesan & Trottole","with Herb Roasted Broccoli & Cauliflower","Gegrilde kip Parmezaan met trottole","met kruidig geroosterde broccoli en bloemkool","Grillet kylling med parmesan og trottole","Gegrilltes Hähnchen-Parmesan mit Trottole","565277","HF Kip pasta marinara","#N/A","#N/A","#N/A","Active","","€4.48","","","","","TRUE","398","440.0","16.70","4.7","34.2","7.0","6.5","35.70","2.24","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Pasta","Broccoli","Cauliflower Florets","Tomato Based Sauce","Year Round","Italian","","2 CT","FALSE","€2.66","€1.42","€0.40","€0.89","#REF!","#REF!","#REF!","171","","1,832.0","","","","","","","FALSE","FALSE","","","","","",""
"FE1828A","","","","Chicken, Mushroom & White Bean Cassoulet","with Broccoli & Mustard Vinaigrette","Cassoulet met kip, champignons en witte bonen","met broccoli en mosterdvinaigrette","Cassoulet med kylling, svampe og hvide bønner","Cassoulet mit Hähnchen, Pilzen und weißen Bohnen","565269","HF Kip witte bonen cassoulet","#N/A","#N/A","#N/A","Active","","€4.86","","","","","TRUE","374","416.0","20.80","3.8","16.7","5.3","13.7","34.50","2.22","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Chicken breast","Chicken","Breast","Broccoli","White Beans","Mushrooms","Cupped Sauce","Year Round","French","","2 CT","TRUE","€2.77","€1.65","€0.43","€0.89","#REF!","#REF!","#REF!","146","","1,728.0","","","","","","","FALSE","FALSE","","","","","",""
"FE4088A","CON-40-168125-4","CON-00-168124-2","CON-00-168123-2","Chicken & Mushroom Gravy","with Potato Mash & Honey-Rosemary Root Vegetables","Kip met champignonjus","met aardappelpuree en geroosterde groenten met honing en rozemarijn","Kylling i svampesauce","Hähnchen & Pilzrahmsoße","565275","HF Salie kip en mushroom gravy","FA-NL Kip met champignonjus (FE4088)","FA-NO Kylling i svampesauce (FE4088)","FA-DE Hähnchen & Pilzrahmsoße (FE4088)","Active","","€4.65","","","","","TRUE","439","509.0","27.80","11.8","31.3","16.2","7.3","30.30","2.20","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Potato Mash","Mushrooms","Beets","Creamy Sauce Base","Year Round","American","","2 CT","FALSE","€2.89","€1.36","€0.40","€0.89","3.46","3.41","3.53","170","","2,123.0","","","","","","","FALSE","FALSE","","","","","",""
"FE4089A","","","","Aji Amarillo Chicken","with Quinoa, Roasted Veggies & Aji Verde Sauce","Kip in ají amarillo-stijl","met quinoa, geroosterde groenten en ají verde-saus","Aji amarillo-kylling","Aji Amarillo Hähnchen","565282","HF Kip quinoa en aji amarillo","#N/A","#N/A","#N/A","Active","","€4.84","","","","","TRUE","404","417.0","14.30","3.4","34.6","8.6","8.5","33.70","2.20","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Quinoa","Mushrooms","Cherry Tomatoes","Cupped Sauce","Year Round","Peruvian","","2 CT","TRUE","€2.82","€1.59","€0.43","€0.89","#REF!","#REF!","#REF!","134","","1,743.0","","","","","","","FALSE","FALSE","","","","","",""
"FE0468A","","","","Chicken Tikka Masala","with Basmati Rice, Chickpeas & Curry Cauliflower","Kip Tikka Masala","met basmatirijst, kikkererwten en bloemkoolcurry","Chicken Tikka Masala","Hähnchen Tikka Masala","565263","HF Chicken Tikka Massala","#N/A","#N/A","#N/A","Active","","","","","","","TRUE","384","488.0","20.90","9.8","28.9","8.5","6.7","37.20","2.23","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Diced chicken","Chicken","Pieces","Rice","Cauliflower Florets","Chickpeas","Other sauce","Year Round","Indian","","2 CT","FALSE","","","","","#REF!","#REF!","#REF!","118","","2,044.0","","","","","","","FALSE","FALSE","","","","","",""
"FE1790A","CON-40-168321-4","CON-00-168316-2","CON-00-168317-2","Tangy Miso Chicken Bowl","with Sesame Carrots & Ginger Cabbage","Kipbowl met friszure misosaus","met sesamwortels en kool met gember","Miso-kyllingebowl","Würzige Miso-Hähnchen-Bowl","565267","HF Tangy chicken miso bowl","FA-NL Kipbowl met friszure misosaus (FE1790)","FA-NO Miso-kyllingebowl (FE1790)","FA-DE Würzige Miso-Hähnchen-Bowl (FE1790)","Active","","€4.63","","","","","TRUE","372","519.0","25.80","4.1","36.3","11.3","9.6","31.00","2.25","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Chicken breast","Chicken","Breast","Rice","Carrots","Cabbage","Cupped Sauce","Year Round","Japanese","","2 CT","TRUE","€2.49","€1.70","€0.43","€0.89","3.25","3.18","3.28","143","","2,161.0","","","","","","","FALSE","FALSE","","","","","",""
"FE0386A","CON-40-168678-4","CON-00-168677-2","CON-00-168676-2","Chicken & Mushroom Tetrazzini","with Trottole & Garlicky Green Beans","Kip-tetrazzini met champignons","met trottole en knoflook-sperziebonen","Tetrazzini med kylling og svampe","Hähnchen-Pilz-Tetrazzini","565278","HF Pulled chicken tetrazzini","FA-NL Kip-tetrazzini met champignons (FE0386)","FA-NO Tetrazzini med kylling og svampe (FE0386)","FA-DE Hähnchen-Pilz-Tetrazzini (FE0386)","Active","","€4.05","","","","","TRUE","394","521.0","28.80","10.2","30.0","6.6","8.8","31.60","2.13","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Shredded chicken","Chicken","Pulled","Pasta","Green Beans","Mushrooms","Creamy Sauce Base","Year Round","American","","2 CT","FALSE","€2.35","€1.30","€0.40","€0.89","#REF!","#REF!","#REF!","164","","2,174.0","","","","","","","FALSE","FALSE","","","","","",""
"FE4090A","","","","Creamy Tomato Shredded Chicken","with Trottole & Garlic Broccoli","Pulled chicken in romige tomatensaus","met trottole en broccoli met knoflook","Pulled chicken med cremet tomatsauce","Hähnchen in cremiger Tomatensauce","565290","HF Pulled chicken rosé","#N/A","#N/A","#N/A","Active","","€3.78","","","","","TRUE","384","512.0","25.00","8.9","33.1","9.1","7.7","33.80","2.13","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Shredded chicken","Chicken","Pulled","Pasta","Broccoli","Cheese","Tomato Based Sauce","Year Round","Italian","","2 CT","FALSE","€2.12","€1.26","€0.40","€0.89","#REF!","#REF!","#REF!","146","","2,133.0","","","","","","","FALSE","FALSE","","","","","",""
"FE4091A","","","","Dijon & Honey Pork Tenderloin","with Mashed Potatoes, Green Beans & Caramelized Onions","Varkenshaas met honing-dijonsaus","met aardappelpuree, sperziebonen en gekaramelliseerde ui","Svinemørbrad med dijon og honning","Dijon- & Honig-Schweinefilet","565295","HF Dijon varkenshaas en puree","#N/A","#N/A","#N/A","Active","","€4.73","","","","","TRUE","409","471.0","23.70","12.1","28.9","11.9","9.2","30.40","2.12","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pork tenderloin","Pork","Tenderloin","Potato Mash","Green Beans","Caramelized Onions","Other sauce","Year Round","American","","2 CT","FALSE","€2.80","€1.52","€0.40","€0.89","#REF!","#REF!","#REF!","132","","1,972.0","","","","","","","FALSE","FALSE","","","","","",""
"FE1203A","CON-40-158245-4","CON-00-158244-2","CON-00-158243-2","Citrus Mojo Chicken Breast","with Roasted Pepper Rice, Stewed Black Beans & Ancho Chile Sweet Potatoes","Kipfilet met citrus-mojosaus","met geroosterde paprika-rijst, gestoofde zwarte bonen en zoete aardappel met anchochili","Citrus-mojo kyllingebryst","Hähnchenbrust mit Citrus-Mojo-Sauce","565264","HF Citrus Mojo Chicken","FA-NL Kipfilet met citrus-mojosaus (FE1203)","FA-NO Citrus-mojo kyllingebryst (FE1203)","FA-DE Hähnchenbrust mit Citrus-Mojo-Sauce (FE1203)","Active","","€4.45","","","","","TRUE","379","533.0","23.50","6.4","45.8","11.2","9.0","32.00","2.03","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Chicken breast","Chicken","Breast","Rice","Black Beans","Sweet Potato","Other sauce","Year Round","Cuban","","2 CT","FALSE","€2.37","€1.67","€0.40","€0.89","3.44","3.37","3.46","50","","2,225.0","","","","","","","FALSE","FALSE","","","","","",""
"FE1787A","CON-40-168126-4","CON-00-168128-2","CON-00-168127-2","Tomato Escabeche Grilled Chicken","with Spanish Yellow Rice & Zucchini","Gegrilde kip met tomaten-escabeche","met Spaanse gele rijst en courgette","Grilled kylling med tomat-eecabeche ","Gegrilltes Hähnchen mit Tomaten-Escabeche","565266","HF Kipfilet tomaat escabeche","FA-NL Gegrilde kip met tomaten-escabeche (FE1787)","FA-NO Grilled kylling med tomat-eecabeche (FE1787)","FA_DE Gegrilltes Hähnchen mit Tomaten-Escabeche (FE1787)","Active","","€4.48","","","","","TRUE","397","444.0","22.30","7.3","30.2","9.7","5.8","28.30","2.24","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Chicken breast","Chicken","Breast","Rice","Zucchini Diced","Tomato Based Sauce","Compound Butter","Year Round","Spanish","","2 CT","FALSE","€2.56","€1.52","€0.40","€0.89","3.28","3.27","3.23","203","","1,854.0","","","","","","","FALSE","FALSE","","","","","",""
"FE1487A","CON-40-168322-4","CON-00-168315-2","CON-00-168314-2","Grilled Pork Tenderloin & Butternut Mash","with Caramelized Onions & Brussels Sprouts","Gegrilde varkenshaas met pompoenpuree","met gekaramelliseerde ui en spruitjes","Grillet svinemørbrad med butternutmos","Gegrilltes Schweinefilet mit Butternusskürbispüree","565285","HF Varkenshaas pompoen puree","FA-NL Gegrilde varkenshaas met pompoenpuree (FE1487)","FA-NO Grillet svinemørbrad med butternutmos (FE1487)","FA-DE Gegrilltes Schweinefilet mit Butternusskürbispüree (FE1487)","Active","","€4.64","","","","","TRUE","399","416.0","20.60","9.5","27.3","16.3","9.6","27.00","2.22","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Pork tenderloin","Pork","Tenderloin","Pumpkin ","Brussels Sprouts","Caramelized Onions","","Year Round","American","","2 CT","FALSE","€2.98","€1.26","€0.40","€0.89","3.23","3.16","3.37","262","","1,741.0","","","","","","","FALSE","FALSE","","","","","",""
"FE1777A","CON-40-168320-4","CON-00-168319-2","CON-00-168318-2","Chicken with Puttanesca-style sauce","with Polenta & Zucchini","Kip met saus in Puttanesca-stijl","met polenta en courgette","Kylling med Puttanesca-inspireret sauce","Hähnchen mit Puttanesca-Sauce","565265","HF Kipfilet puttanesca","FA-NL Kip alla Puttanesca (FE1777)","FA-NO Kylling alla Puttanesca (FE1777)","FA-DE Hühnchen alla Puttanesca (FE1777)","Active","","€4.06","","","","","TRUE","379","401.0","18.80","7.0","25.9","12.4","3.0","30.80","2.25","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Polenta/Grits","Zucchini Diced","Tomato Based Sauce","","Year Round","Italian","","2 CT","FALSE","€2.41","€1.25","€0.40","€0.89","#REF!","#REF!","#REF!","148","","1,675.0","","","","","","","FALSE","FALSE","","","","","",""
"FE1556A","","","","Santa Fe-Style Potato, Chicken & Pepper Bowl","with Black Beans & Zucchini","Santa Fe-stijl aardappel, kip en paprika bowl","met zwarte bonen en courgette","Kyllingebowl med Santa Fe-inspirerede kartofler, og peberfrugt","Santa-Fe-Style Bowl mit Kartoffeln, Hähnchen und Paprika","565284","HF Santa Fe kip paprika bowl","#N/A","#N/A","#N/A","Active","","€4.50","","","","","TRUE","399","547.0","29.10","12.6","32.8","7.7","8.1","37.00","2.23","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Potato Non-Mash","Zucchini Diced","Green Beans","Creamy Sauce Base","Year Round","American","","2 CT","FALSE","€2.63","€1.47","€0.40","€0.89","#REF!","#REF!","#REF!","83","","2,286.0","","","","","","","FALSE","FALSE","","","","","",""
"FE4053B","CON-40-143666-4","CON-00-147904-2","CON-00-137559-2","Gochugaru Chicken","with chili-tomato cream sauce and spicy cauliflower","Gochugaru kipblokjes","met een romige chili-tomatensaus en pittige bloemkool","Gochugaru-kylling","Gochugaru-Hähnchen","565131","HF Gochugaru kipblokjes","FA-NL Gochugaru kipblokjes (FE4053)","FA-NO Gochugaru-kylling (FE4053)","FA-DE Gochugaru-Hähnchen (FE4053)","Active","","€4.45","","","","","TRUE","384","516.0","33.70","18.3","12.3","8.7","3.9","38.80","1.60","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Diced chicken","Chicken","Pieces","Creamy Sauce Base","Cauliflower Florets","Green onion","Cheese","Year Round","Korean","","2 CT","FALSE","€2.84","€1.21","€0.40","€0.89","#REF!","#REF!","#REF!","154","","2,158.0","","","","","","","FALSE","FALSE","","","","","",""
"FE0257D","CON-40-143667-4","CON-00-147830-2","CON-00-136616-3","Greek style ground beef and feta","with garlic spinach, courgette in tomato butter and sour cream with lemon and coriander","","","Græsk-inspireret oksekød med feta","Hackfleisch nach griechischer Art mit Feta","565027","HF Grieks gekr r.gehakt+feta","FA-NL Griekse stijl rundergehakt en feta [FE0257]","FA-NO Græsk-inspireret hakket oksekød og feta (FE0257)","FA-DE Hackfleisch ""Griechischer Art"" – mit Feta (FE0257)","Active","","€4.42","","","","","TRUE","375","501.0","38.10","16.1","15.0","10.9","5.2","20.80","2.03","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ground beef","Beef","Ground","Spinach","Zucchini Diced","Compound Butter","Cupped Sauce","Year Round","Greek","","2 CT","TRUE","€2.17","€1.82","€0.43","€0.89","#REF!","#REF!","#REF!","221","","2,085.0","","","","","","","FALSE","FALSE","","","","","",""
"FE1408B","CON-40-154562-4","CON-00-154555-2","CON-00-154549-2","Chicken Vindaloo & Cumin Potatoes","with Cardamom Veggies, Raita & Green Beans","Kip Vindaloo met aardappelen met komijn","met groenten met kardemom, raita & sperziebonen","Kylling vindaloo med spidskommenkartofler","","565212","HF Kip vindaloo","FA-NL Kip Vindaloo met aardappelen met komijn (FE1408)","FA-NO Kyllingevindaloo med spidskommenkrydrede kartofler (FE1408)","FA-DE Hähnchen Vindaloo & Kreuzkümmel-Kartoffeln (FE1408)","Active","","€4.64","","","","","TRUE","399","446.0","24.30","7.0","22.2","8.7","7.4","30.60","2.04","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Diced chicken","Chicken","Pieces","Potato Non-Mash","Green Beans","Pepper Mix","Cupped Sauce","Year Round","Indian","","2 CT","TRUE","€2.56","€1.65","€0.43","€0.89","#REF!","#REF!","#REF!","128","","1,861.0","","","","","","","FALSE","FALSE","","","","","",""
"FE4048B","CON-40-143735-4","CON-00-147902-2","CON-00-138006-2","Creamy leek pork tenderloin","with sweet potato puree and green beans ","Varkenshaas & romige prei ","met zoete aardappelpuree en sperziebonen ","Svinemørbrad med cremet porresauce","Schweinefilet in cremiger Lauchsauce","565293","HF RW Romige prei varkenshaas","FA-NL Varkenshaas & romige prei (FE4048)","FA-NO Svinemørbrad med cremet porre (FE4048)","FA-DE Schweinefilet in Lauchcreme (FE4048)","Active","","€4.59","","","","","TRUE","419","463.0","24.70","8.9","26.3","14.8","11.4","28.90","2.04","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Pork tenderloin","Pork","Tenderloin","Sweet Potato Mash","Creamy Leeks","Green Beans","","Year Round","American","","2 CT","FALSE","€2.88","€1.31","€0.40","€0.89","#REF!","#REF!","#REF!","195","","1,935.0","","","","","","","FALSE","FALSE","","","","","",""
"FE4011C","CON-40-143750-4","CON-00-147873-2","CON-00-136685-3","Spicy pulled chicken and beans","with corn cake, carrot and fresh yoghurt sauce","Pittige pulled chicken en bonen","met maïscake, wortel en frisse yoghurtsaus","Krydret pulled chicken med bønner","","565137","HF RW Pittige Pull chick bonen","FA-NL Pittige Pulled Chicken En Bonen (FE4011)","FA-NO Spicy pulled chicken og bønner (FE4011)","FA-DE Würziges Pulled Chicken mit Bohnen (FE4011)","Active","","€4.00","","","","","TRUE","399","449.0","19.40","8.6","39.3","20.7","11.1","24.90","1.93","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Shredded chicken","Chicken","Thigh","Veggie-based Cake","Carrots","Pepper Mix","Black Beans","Year Round","Mexican","","2 CT","TRUE","€1.86","€1.70","€0.43","€0.89","#REF!","#REF!","#REF!","179","","1,878.0","","","","","","","FALSE","TRUE","","","","","",""
"FE0890C","CON-40-143741-4","CON-00-147861-2","CON-00-136726-3","Pork tenderloin with apple-mustard sauce","with sweet potato puree and green beans ","Varkenshaas met appel-mosterdsaus","met zoete aardappelpuree en sperziebonen ","Svinemørbrad med æble-sennepssauce ","Schweinefilet mit Apfel-Senf-Soße","565304","HF RW Varkenshaas appel moster","FA-NL Varkenshaas met appel-mosterdsaus (FE0890)","FA-NO Svinemørbrad med æble-sennepssauce (FE0890)","FA-DE Schweinefilet mit Apfel-Senf-Soße (FE0890)","Active","","€4.39","","","","","TRUE","439","418.0","13.70","4.4","37.1","18.8","11.8","30.50","2.13","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Pork tenderloin","Pork","Tenderloin","Sweet Potato Mash","Green Beans","Spinach","Cupped Sauce","Fall/Winter","American","","2 CT","TRUE","€2.36","€1.60","€0.43","€0.89","#REF!","#REF!","#REF!","165","","1,747.0","","","","","","","FALSE","FALSE","","","","","",""
"FE0121D","CON-40-143697-4","CON-00-147818-2","CON-00-136641-3","Mexican style corn cake","with vegetarian chili, sweet potato and jalapeño cream","Mexicaanse stijl maïscake","met vegetarische chili, zoete aardappel en jalapeño-crème","Mexicansk-inspireret majskage","Mexikanischer Maiskuchen","565299","HF RW Mexcaanse stijl maiscake","FA-NL Mexicaanse stijl maïscake [FE0121]","FA-NO Mexicansk majskage (FE0121)","FA-DE Mexikanische Mais-Bowl (FE0121)","Active","","€3.42","","","","","TRUE","390","572.0","27.50","9.9","61.1","21.6","14.2","15.70","2.24","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Vegetarian","Vegetarian","Legumes","Veggie-based Cake","Mixed Beans","Sweet Potato","Pepper Mix","Year Round","Mexican","","2 CT","TRUE","€1.40","€1.59","€0.43","€0.89","#REF!","#REF!","#REF!","140","","2,391.0","","","","","","","FALSE","FALSE","","","","","",""
"FE1696A","","","","Tunisian-Spiced Tomato & Chicken Bowl","with Zucchini, Carrots & Peppers","","","#N/A","","565279","HF Tunesische rijst kip bowl","#N/A","#N/A","#N/A","Active","","€5.06","","","","","TRUE","409","456.0","19.70","3.2","34.0","14.8","9.9","31.80","1.80","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Diced chicken","Chicken","Pieces","Rice","Carrots","Zucchini Diced","Tomato Based Sauce","Year Round","Tunisian","","2 CT","FALSE","€2.88","€1.77","€0.40","€0.89","#REF!","#REF!","#REF!","199","","1,905.0","","","","","","","FALSE","TRUE","","","","","",""
